id,Cosine_Sim_1_2,Cosine_Sim_1_s,Cosine_Sim_2_s,Jaccard_Sim_1_2,Jaccard_Sim_1_s,Jaccard_Sim_2_s,BLEU_Sim_1_2,BLEU_Sim_1_s,BLEU_Sim_2_s,ROUGE_L_Sim_1_2,ROUGE_L_Sim_1_s,ROUGE_L_Sim_2_s
1y8sli,0.44164716644321983,0.2850534457659131,0.3241500722524826,0.17391304347826086,0.0743801652892562,0.08225108225108226,7.031553720721103e-232,1.0386909864311896e-231,1.0567619528407538e-231,0.16608187134502925,0.043165467625899276,0.07792207792207792
1yacxm,0.3626117382299761,0.0,0.0652174586534963,0.12615384615384614,0.0,0.0058823529411764705,7.464260780576693e-232,1.627176495556336e-231,1.655485831227633e-231,0.11538461538461538,0.0,0.008097165991902834
1yagcx,0.49423291496618466,0.26034662394748587,0.38605389436356663,0.20846905537459284,0.10204081632653061,0.12075471698113208,6.686672508333863e-232,8.547232254328655e-232,8.377896265545905e-232,0.1527777777777778,0.10666666666666666,0.11226611226611226
1yaxkc,0.13127241729136174,0.05167079029561977,0.03352271310414173,0.08163265306122448,0.035897435897435895,0.0847457627118644,1.0611691581794997e-231,1.2068914716891219e-231,1.1704607114812561e-231,0.09900990099009901,0.04181184668989547,0.1081081081081081
1yay04,0.624420865801432,0.2799475251231568,0.2896949688026297,0.20454545454545456,0.10191082802547771,0.13167259786476868,7.157258463244695e-232,8.309707679638877e-232,8.17670944238259e-232,0.15526315789473685,0.09682804674457429,0.11834319526627218
1yb2xh,0.2898262797417662,0.0,0.020358987028345103,0.11578947368421053,0.005128205128205128,0.015384615384615385,8.08598553101381e-232,1.6382388353606006e-231,1.6382388353606006e-231,0.10748560460652591,0.005633802816901409,0.022727272727272728
1ybqz7,0.6405354315771765,0.33707567702360636,0.35952088283717676,0.16455696202531644,0.06159420289855073,0.0942622950819672,6.839323442790058e-232,1.0207591440267874e-231,1.0207591440267874e-231,0.18696186961869618,0.0682730923694779,0.09029345372460496
1yc88c,0.4512744468316572,0.24257142927215447,0.2658744037111709,0.18064516129032257,0.028846153846153848,0.03825136612021858,7.530543456258582e-232,1.2853701807846192e-231,1.2737366749820701e-231,0.14803625377643506,0.01895734597156398,0.043165467625899276
1ycdi6,0.3683106155907833,0.10200179488394444,0.37264797358600954,0.17679558011049723,0.07723577235772358,0.10699588477366255,6.863905625623292e-232,9.63841497139737e-232,9.63841497139737e-232,0.14177215189873418,0.06759443339960239,0.09929078014184398
1yclhu,0.12288867745742411,0.007448910648266121,0.16567590685252634,0.07916666666666666,0.0,0.03488372093023256,9.482529355042618e-232,1.3675105488031355e-231,1.4004862729967443e-231,0.08370044052863436,0.0,0.05825242718446602
1yd8xx,0.5368779738867973,0.16760199366917036,0.19548916808587286,0.2202970297029703,0.04529616724738676,0.0694980694980695,6.898530086271868e-232,1.016127520387007e-231,1.016127520387007e-231,0.19512195121951217,0.047713717693836984,0.08189655172413793
1yeh9m,0.5746273672995984,0.10966877774084213,0.2321926928585093,0.2080536912751678,0.08411214953271028,0.11206896551724138,7.254661459707651e-232,9.397475657746044e-232,9.540990075903533e-232,0.17777777777777778,0.0655737704918033,0.107981220657277
1yex0l,0.5143166596110822,0.025374925658393322,0.08839615855676376,0.1658653846153846,0.015503875968992248,0.0321285140562249,6.57772507410704e-232,1.3014440956899565e-231,1.3014440956899565e-231,0.15903614457831328,0.013636363636363636,0.018867924528301886
1yg1od,0.4265309107128097,0.2403753454762889,0.2445057316428295,0.12529550827423167,0.06182795698924731,0.0989399293286219,7.00003509691569e-232,8.33769989952733e-232,8.037648122827813e-232,0.1091753774680604,0.06821282401091405,0.11453744493392072
1ygh43,0.4076220771473945,0.2715276171633549,0.2813607467690297,0.18652849740932642,0.08888888888888889,0.11347517730496454,6.9375800716063e-232,9.06733009681581e-232,9.18745335731464e-232,0.12734082397003743,0.0894308943089431,0.11787819253438114
1ygkd3,0.45901282133270166,0.03707398228246468,0.02182702270515158,0.14444444444444443,0.02575107296137339,0.015151515151515152,7.299417868907774e-232,1.3991003373328715e-231,1.3991003373328715e-231,0.1331521739130435,0.01649484536082474,0.02150537634408602
1ygqm5,0.7596861552855664,0.45562022704111654,0.4584957306929633,0.2623762376237624,0.07763975155279502,0.0975609756097561,6.847959128177562e-232,8.921551061193341e-232,8.921551061193341e-232,0.23845327604726102,0.07590759075907591,0.09284332688588007
1yhamp,0.40760111081192735,0.11693816583788848,0.17693277183927855,0.14412416851441243,0.05714285714285714,0.07419354838709677,7.078994120971779e-232,8.653806079922272e-232,8.601828917825608e-232,0.1365546218487395,0.05034965034965035,0.08030592734225621
1yhnhz,0.3918838030288037,0.10095200356077924,0.09429901662880032,0.1778975741239892,0.0326530612244898,0.04680851063829787,6.915741529787091e-232,1.1250974695893309e-231,1.1587194007765842e-231,0.15789473684210525,0.024691358024691357,0.042328042328042326
1yhrsb,0.6011801131020355,0.03527668479338004,0.07584110556501475,0.16169154228855723,0.018796992481203006,0.04580152671755725,7.20046457379601e-232,1.0764082110844992e-231,1.0764082110844992e-231,0.13123359580052493,0.02649006622516556,0.04466501240694789
1yht8o,0.41055803578094674,0.031892499785378746,0.06867538665793739,0.1546134663341646,0.01818181818181818,0.023529411764705882,6.51197214646369e-232,1.3091834502273125e-231,1.325250056439003e-231,0.1550387596899225,0.013043478260869566,0.017204301075268817
1yhta6,0.2867616895082232,0.03875156790662352,0.044161366431976344,0.12903225806451613,0.02564102564102564,0.029239766081871343,7.30787651850022e-232,1.4222539563792313e-231,1.4222539563792313e-231,0.14647887323943662,0.02207505518763797,0.028268551236749116
1yi5og,0.5914387798054069,0.04228850273427785,0.06552284434544062,0.22028985507246376,0.01834862385321101,0.02358490566037736,7.169590316574694e-232,1.4331841131010124e-231,1.4331841131010124e-231,0.2067988668555241,0.01965601965601966,0.01892744479495268
1yink3,0.3424022259687703,0.14972959854512796,0.216305911279776,0.1580547112462006,0.015384615384615385,0.024271844660194174,6.832555177753976e-232,1.291754355264407e-231,1.3189641082284807e-231,0.11697574893009985,0.015037593984962405,0.03012048192771084
1yiwhh,0.5388766304086616,0.03188545089451024,0.13340770002419752,0.1825,0.034220532319391636,0.04230769230769231,6.98478277012278e-232,1.0775085787050995e-231,1.0956243114772652e-231,0.17886178861788618,0.030418250950570342,0.05301204819277108
1ykp41,0.5895087082801149,0.28723275661158415,0.2776768178012049,0.25,0.08270676691729323,0.1013215859030837,7.217984701686907e-232,8.852085378783585e-232,8.852085378783585e-232,0.1987179487179487,0.08067940552016986,0.11143695014662758
1yl4ms,0.4202962044504929,0.22009964813535063,0.1984063317977744,0.16878980891719744,0.08144796380090498,0.10697674418604651,7.512426510057091e-232,9.831081501950118e-232,9.831081501950118e-232,0.16875,0.06046511627906976,0.07926829268292683
1ywloh,0.43314685264733166,0.1869254718186562,0.1943985973527804,0.1826086956521739,0.05084745762711865,0.07488986784140969,7.15457209035607e-232,1.0492728436011245e-231,1.0414710173847794e-231,0.15584415584415584,0.039408866995073885,0.07427055702917772
1yx53v,0.6956043503633177,0.5400187147572026,0.4675611242084928,0.2,0.051643192488262914,0.05747126436781609,7.338814938596206e-232,1.2130922190980109e-231,1.2260683131519858e-231,0.15,0.03686635944700461,0.06338028169014083
1yxgf2,0.4927214254968785,0.015782711781391935,0.03209563358322702,0.17525773195876287,0.015625,0.03048780487804878,7.18622134993962e-232,1.4297397620489965e-231,1.4132082004247135e-231,0.15629522431259044,0.009029345372460496,0.014814814814814815
1yylo9,0.4797961650987999,0.126637601661676,0.11912791016235631,0.18098159509202455,0.04054054054054054,0.03553299492385787,7.161627265529828e-232,1.116863271275353e-231,1.127868179146789e-231,0.14814814814814814,0.04109589041095891,0.04713804713804714
1yyn2m,0.34268821186450815,0.07884801956636384,0.07367821338190966,0.13313609467455623,0.021645021645021644,0.03932584269662921,7.580472445546357e-232,1.2479710461230209e-231,1.2479710461230209e-231,0.11400651465798047,0.02583979328165375,0.037453183520599245
1z9knj,0.4995111357538697,0.16729591659462525,0.15210412826393804,0.21142857142857144,0.0410958904109589,0.048,6.986816019648479e-232,1.1105479973556636e-231,1.1105479973556636e-231,0.2062415196743555,0.04195804195804195,0.05583756345177666
1zbk0t,0.5442611687576803,0.26255985341714483,0.12485043677793808,0.24935064935064935,0.06428571428571428,0.05078125,7.104524925754716e-232,1.0136839094656235e-231,1.0220276905771897e-231,0.17268041237113405,0.055793991416309016,0.05365853658536586
1zuimm,0.4532495804744484,0.05336874905589624,0.09027299013354323,0.21388888888888888,0.02336448598130841,0.03125,6.827621631761256e-232,1.185814295932958e-231,1.185814295932958e-231,0.16625310173697275,0.018433179723502304,0.03317535545023696
1zvo5f,0.5241411602624317,0.02325073376436388,0.07841358896568279,0.1676470588235294,0.022123893805309734,0.06103286384976526,6.90444650548809e-232,1.2049526839494284e-231,1.2239341565624416e-231,0.15633423180592992,0.012931034482758622,0.041176470588235294
1zw3cc,0.08564290970397744,0.03712643835994761,0.018483401842545787,0.044897959183673466,0.026200873362445413,0.056338028169014086,1.0618063059647207e-231,1.1955110498786428e-231,1.1621149518992618e-231,0.0446927374301676,0.04154302670623146,0.047058823529411764
1zwot6,0.44766574675182214,0.18985258657276102,0.17336620299022454,0.15166666666666667,0.05687203791469194,0.07912087912087912,6.336897122862737e-232,7.764916832954651e-232,7.935676378950985e-232,0.15158924205378974,0.07070707070707072,0.08343868520859671
1zwrt7,0.4600695612801005,0.12620371660772325,0.08084921190188872,0.1624203821656051,0.04060913705583756,0.047619047619047616,7.225355937035647e-232,1.1387264876640738e-231,1.1287803256093025e-231,0.14177978883861236,0.035623409669211195,0.04216867469879518
1zx1g6,0.4075294481714284,0.04277823894358936,0.06211915246339699,0.18028169014084508,0.03070175438596491,0.037037037037037035,7.031749022670996e-232,1.084480170988591e-231,1.1124295872356081e-231,0.14492753623188404,0.023300970873786405,0.04651162790697675
1zx2l9,0.4951308257095263,0.1740680420562337,0.09156624164542358,0.19543973941368079,0.05652173913043478,0.048458149779735685,7.046803855222859e-232,9.179197084324493e-232,9.09902174571385e-232,0.14814814814814814,0.07142857142857142,0.08875739644970412
1zxlol,0.4131954960257774,0.15465585527481343,0.2544237369194623,0.1875,0.04182509505703422,0.0622568093385214,6.70208857031441e-232,1.069935871206639e-231,1.069935871206639e-231,0.15973003374578176,0.04174573055028463,0.06306306306306307
201zmh,0.5700120294066712,0.21237924919462073,0.2509730735624462,0.1791907514450867,0.06719367588932806,0.0867579908675799,7.140201279154302e-232,9.555758957587602e-232,9.407562769111149e-232,0.14906832298136644,0.06474820143884893,0.08564231738035263
2027q3,0.5494171306146768,0.22132942148908788,0.10590688353455728,0.23376623376623376,0.04912280701754386,0.045454545454545456,7.088607638046276e-232,1.1728728420767673e-231,1.1622575164546782e-231,0.2064825930372149,0.03669724770642202,0.046511627906976744
