id,Cosine_Sim_1_2,Cosine_Sim_1_s,Cosine_Sim_2_s,Jaccard_Sim_1_2,Jaccard_Sim_1_s,Jaccard_Sim_2_s,BLEU_Sim_1_2,BLEU_Sim_1_s,BLEU_Sim_2_s,ROUGE_L_Sim_1_2,ROUGE_L_Sim_1_s,ROUGE_L_Sim_2_s,BLEURT_Sim_1_2,BLEURT_Sim_1_s,BLEURT_Sim_2_s
1jdug3,0.2377195891028645,0.16726173838010538,0.05366758592369775,0.11214953271028037,0.028169014084507043,0.05747126436781609,7.215606933676824e-232,1.1564134800946873e-231,1.1564134800946873e-231,0.11728395061728393,0.03189066059225513,0.05447470817120623,0.4729878306388855,0.4473305940628052,0.4053957462310791
1jccwx,0.3842127972835838,0.22717768764883828,0.2022045833925507,0.16304347826086957,0.05327868852459016,0.06880733944954129,7.218075073915186e-232,1.1015682811459613e-231,1.1116293096476301e-231,0.16045845272206302,0.05069124423963134,0.06547619047619048,0.35781335830688477,0.46930164098739624,0.4384689927101135
1nug27,0.37068680186716,0.10397135953773881,0.1792546929028636,0.21388888888888888,0.034334763948497854,0.04201680672268908,6.761835911646403e-232,1.2183324802375697e-231,1.2087006380198327e-231,0.16038882138517618,0.02978723404255319,0.044009779951100246,0.42871493101119995,0.43129390478134155,0.41976356506347656
1nx7h3,0.4611272964952092,0.11108857306720403,0.13227117695392662,0.1671309192200557,0.05303030303030303,0.08071748878923767,7.131289396599307e-232,1.0237394944076484e-231,9.922018729144911e-232,0.15403726708074533,0.03963963963963964,0.07262569832402234,0.32204222679138184,0.3751888871192932,0.42790305614471436
1oau2k,0.35520686878041274,0.03134370692509302,0.08129121604216123,0.15384615384615385,0.03065134099616858,0.036458333333333336,7.512426510057091e-232,1.2183324802375697e-231,1.2183324802375697e-231,0.14246575342465756,0.012219959266802445,0.020761245674740483,0.45916491746902466,0.3744562864303589,0.4109753370285034
1oca3q,0.3875342179402563,0.18068295051038757,0.1504076287332368,0.13119533527696792,0.038834951456310676,0.08035714285714286,6.575802812650148e-232,1.1272999547843657e-231,1.1469125247233859e-231,0.14107883817427386,0.039119804400978,0.06701030927835051,0.4088301658630371,0.42732948064804077,0.44813472032546997
1oc4i5,0.4680019164244877,0.05913267630201588,0.039144540837629416,0.17737003058103976,0.015228426395939087,0.015,7.503886246986906e-232,1.5142583533814284e-231,1.5142583533814284e-231,0.15206611570247933,0.018018018018018018,0.020689655172413793,0.43175584077835083,0.3282211720943451,0.37749239802360535
1q1y78,0.5719416582706364,0.2662621152035852,0.10928427743320948,0.21407624633431085,0.018957345971563982,0.013636363636363636,7.095997081540422e-232,1.2674210500367687e-231,1.2550544879260391e-231,0.1778907242693774,0.03404255319148936,0.02253521126760563,0.4560338854789734,0.47630763053894043,0.4954284429550171
1vknyu,0.4895202286342797,0.07412403582939969,0.08153262223825077,0.1853932584269663,0.028846153846153848,0.029535864978902954,6.752107625974243e-232,1.2153055438588388e-231,1.2446110438861166e-231,0.15916955017301035,0.01972386587771203,0.03517587939698493,0.43446898460388184,0.37778544425964355,0.4174978733062744
1vl3v5,0.28845442511469765,0.045566787480366036,0.06820927681203225,0.12171837708830549,0.03496503496503497,0.056338028169014086,6.949476150791638e-232,9.32608434661817e-232,9.176818833746814e-232,0.14787878787878786,0.03861003861003861,0.05473684210526316,0.3706798553466797,0.37274807691574097,0.38230615854263306
1vng1v,0.4887680331808216,0.26413485377827917,0.3281063583885147,0.18509615384615385,0.09418282548476455,0.1387900355871886,7.06921717993934e-232,7.831787954075536e-232,7.892269572178525e-232,0.1567328918322296,0.09102730819245775,0.13682092555331993,0.4753740429878235,0.47411102056503296,0.3902464509010315
1xhtfa,0.4847243797571887,0.2838757104851673,0.3468088269075367,0.17380352644836272,0.09900990099009901,0.12718204488778054,6.81671044828538e-232,6.758949831299715e-232,6.838015319044543e-232,0.1490947816826411,0.10239651416122005,0.11963589076723016,0.41375064849853516,0.4782888889312744,0.4338846206665039
1xlen5,0.41833945991924126,0.1945206552749136,0.13934486335125063,0.19003115264797507,0.06666666666666667,0.08653846153846154,6.89540568984693e-232,9.934347836516119e-232,9.934347836516119e-232,0.18096723868954762,0.07823960880195599,0.08379888268156424,0.39664971828460693,0.3386656939983368,0.45973360538482666
1xphfu,0.5613697015046617,0.25848611545253325,0.32418307192352774,0.19473684210526315,0.11469534050179211,0.1453287197231834,6.915469583048196e-232,8.417698103737187e-232,8.821035723084748e-232,0.21526908635794742,0.0962566844919786,0.11157024793388429,0.44471341371536255,0.3961521089076996,0.44683778285980225
1xslxs,0.17653466808174886,0.058042257503468385,0.21528400080355856,0.08602150537634409,0.09777777777777778,0.12558139534883722,7.384201836808601e-232,8.442379890811475e-232,8.442379890811475e-232,0.10338680926916222,0.08189655172413793,0.09970674486803519,0.40842264890670776,0.3804069757461548,0.3906155824661255
1xsnj8,0.5291657675602048,0.15196917648786765,0.18785304569300354,0.19121447028423771,0.05263157894736842,0.050387596899224806,6.777321311924613e-232,1.1454162233972301e-231,1.167667705390575e-231,0.15916955017301038,0.031683168316831684,0.04807692307692309,0.44961416721343994,0.4081992506980896,0.4427567720413208
1xspvw,0.3355274666117856,0.2043650449582878,0.2760088970512657,0.17174515235457063,0.12084592145015106,0.1411042944785276,6.724428169006314e-232,7.549933890507468e-232,7.458402625026789e-232,0.13227513227513227,0.13719512195121952,0.12714776632302405,0.47501426935195923,0.38968509435653687,0.4158715605735779
1xtzyf,0.4495358467328413,0.14598340401717078,0.18661609473488233,0.17066666666666666,0.0411522633744856,0.08943089430894309,7.000532098442123e-232,1.0603527689423161e-231,1.0696959867818305e-231,0.15403422982885084,0.036734693877551024,0.0673076923076923,0.45856577157974243,0.43651455640792847,0.37520697712898254
1xuk90,0.42291470958718597,0.19326348364224133,0.27425295785736886,0.18674698795180722,0.05531914893617021,0.0845771144278607,7.102678818773977e-232,1.0658555627819989e-231,1.0658555627819989e-231,0.11764705882352941,0.04035874439461883,0.07207207207207207,0.3743244409561157,0.25052410364151,0.45839637517929077
1xv761,0.5745363248473243,0.27707176401396694,0.3726835612033371,0.17966903073286053,0.05357142857142857,0.05555555555555555,6.741747629793646e-232,1.1185640683286466e-231,1.1185640683286466e-231,0.13891726251276812,0.03754266211604095,0.04793028322440087,0.4507538080215454,0.47245657444000244,0.4720160961151123
1xvqi6,0.5114044978524921,0.1750282541831243,0.1475987768127801,0.15281501340482573,0.025210084033613446,0.033816425120772944,7.076299454832883e-232,1.2745957742539486e-231,1.2882297539194154e-231,0.1380175658720201,0.024,0.030769230769230767,0.47724831104278564,0.4092881679534912,0.4782758355140686
1xwl6f,0.5267676117890177,0.29946343756127547,0.42287886504595473,0.15454545454545454,0.03418803418803419,0.07894736842105263,7.43399882300996e-232,1.0844382514210624e-231,1.0749662678465409e-231,0.13802816901408452,0.03564356435643565,0.0706713780918728,0.484130322933197,0.46186375617980957,0.4898830056190491
1xy139,0.3749131954917599,0.046662345529979325,0.09330314924781928,0.15517241379310345,0.014634146341463415,0.028037383177570093,7.338727304153317e-232,1.4094265015566643e-231,1.4238840495486763e-231,0.15620641562064155,0.009389671361502348,0.031545741324921134,0.4789966344833374,0.5166159868240356,0.4850805997848511
1xz9sg,0.322889605395613,0.06082915857342032,0.13762127756765305,0.12048192771084337,0.031088082901554404,0.072,8.453189841561409e-232,1.1200407237786664e-231,1.1200407237786664e-231,0.11829944547134935,0.03240740740740741,0.08284023668639053,0.44703930616378784,0.4274296760559082,0.36457163095474243
1xzntp,0.5333932911763468,0.21857001295354656,0.29635223502410185,0.20246913580246914,0.09367088607594937,0.12561576354679804,6.4156434667475936e-232,7.227498450644941e-232,7.05321374385246e-232,0.17249417249417248,0.09762532981530342,0.11813186813186814,0.49788689613342285,0.42462706565856934,0.43157559633255005
1y0ta7,0.14408663970250607,0.034798314311801276,0.07038296477585947,0.07471264367816093,0.05434782608695652,0.07317073170731707,7.586831018824814e-232,9.870223596886465e-232,1.012460075853529e-231,0.11382113821138211,0.06722689075630252,0.0639269406392694,0.4890819787979126,0.39798247814178467,0.4272781014442444
1y12ns,0.08032406691892086,0.012159468222042185,0.0,0.058823529411764705,0.0,0.0,1.0489335475684504e-231,1.5606193790650325e-231,1.5606193790650325e-231,0.06716417910447761,0.0,0.0,0.43503063917160034,0.13951125741004944,0.0345025360584259
1y1v1b,0.45487505202653766,0.24922473371868786,0.2780957553759387,0.1935483870967742,0.06201550387596899,0.10317460317460317,6.847209545854226e-232,9.682592977444904e-232,9.60087602648808e-232,0.13314840499306518,0.05977011494252873,0.09090909090909091,0.3985040485858917,0.38875365257263184,0.4164940118789673
1y4ckd,0.5772595648005882,0.19232860150490003,0.24619943947721448,0.22894736842105262,0.08143322475570032,0.10894941634241245,6.960406772157975e-232,9.405151100769922e-232,9.213759863762464e-232,0.22531645569620254,0.06844106463878329,0.09210526315789473,0.43744421005249023,0.45872002840042114,0.44017261266708374
1y5d7n,0.5595799612862585,0.2798098903926955,0.41077091538674926,0.23410404624277456,0.10108303249097472,0.13740458015267176,6.998038587058432e-232,8.321762065387308e-232,8.382287958749829e-232,0.18813314037626627,0.11267605633802817,0.13043478260869568,0.45193350315093994,0.3761730492115021,0.4230353832244873
1y62n5,0.41932354273313993,0.030096007516121976,0.04629401166781086,0.14642857142857144,0.005988023952095809,0.006172839506172839,7.658435782673725e-232,1.5903255135458092e-231,1.5903255135458092e-231,0.13883677298311442,0.006369426751592358,0.008733624454148471,0.528099536895752,0.47753041982650757,0.4531902074813843
1y6kfm,0.26718900335767537,0.023347659879388492,0.027316812596833794,0.10652920962199312,0.0136986301369863,0.030303030303030304,7.880489189519694e-232,1.2404930577393217e-231,1.2125989918281952e-231,0.10921501706484643,0.013729977116704806,0.032432432432432434,0.48050230741500854,0.3677293658256531,0.289753258228302
1y6xtz,0.45199293360199977,0.1496424571868086,0.2250506310011621,0.15359477124183007,0.07755102040816327,0.1201923076923077,7.072559863754348e-232,9.034793237390819e-232,9.034793237390819e-232,0.13075780089153044,0.07480314960629922,0.09631728045325778,0.42621493339538574,0.37524616718292236,0.42587989568710327
1y7v8t,0.44181130461626994,0.16665822425653024,0.20143794735864115,0.15151515151515152,0.03184713375796178,0.03937007874015748,7.359928480536721e-232,1.160725848811215e-231,1.1706052574193398e-231,0.12080536912751678,0.024955436720142603,0.04071246819338422,0.46442967653274536,0.45222342014312744,0.4534171223640442
1y8sli,0.4396973859507474,0.2186150624479491,0.37806503460063456,0.17506631299734748,0.0546218487394958,0.08433734939759036,6.948003186170838e-232,1.0386909864311896e-231,1.0567619528407538e-231,0.13063063063063063,0.03180212014134276,0.06372549019607843,0.43380266427993774,0.46231675148010254,0.49095743894577026
1yacxm,0.32518757507220203,0.0,0.0753970742444438,0.12307692307692308,0.0,0.00510204081632653,7.024987180166064e-232,1.627176495556336e-231,1.627176495556336e-231,0.12290502793296089,0.0,0.006211180124223602,0.42850327491760254,0.5154974460601807,0.5048103332519531
1yagcx,0.48609820077449045,0.2727874896220605,0.3139855729760283,0.16307692307692306,0.0962962962962963,0.13934426229508196,7.033069242540412e-232,8.654765747925446e-232,8.547232254328655e-232,0.13714285714285712,0.10313075506445674,0.11286681715575621,0.48183727264404297,0.43353718519210815,0.4796075224876404
1yaxkc,0.034759283510159326,0.06290259500840398,0.02722407024241252,0.024390243902439025,0.03347280334728033,0.03508771929824561,1.1337861261109773e-231,1.1951155126698611e-231,1.1829807887182168e-231,0.02380952380952381,0.03636363636363637,0.0625,0.4340478777885437,0.3754851818084717,0.2802625894546509
1yay04,0.6690359895700867,0.3295111377116383,0.2915688392891049,0.17151162790697674,0.10256410256410256,0.13688212927756654,7.115292398590248e-232,8.309707679638877e-232,8.130899744061542e-232,0.1760204081632653,0.09967845659163986,0.11811023622047243,0.4422212243080139,0.3809564709663391,0.4096323847770691
1yb2xh,0.2751545787916821,0.0,0.09403023817479025,0.10130718954248366,0.004975124378109453,0.013986013986013986,8.234870269848293e-232,1.6382388353606006e-231,1.6382388353606006e-231,0.1317157712305026,0.005050505050505051,0.020942408376963356,0.4068381190299988,0.4726165533065796,0.4271695613861084
1ybqz7,0.614136280826302,0.3803443534856943,0.4055865287273282,0.1331521739130435,0.06513409961685823,0.08144796380090498,7.183532887935146e-232,1.0207591440267874e-231,9.974565194319289e-232,0.16480446927374304,0.0700218818380744,0.09819121447028424,0.3750939965248108,0.3842952847480774,0.4225192666053772
1yc88c,0.4035821055882898,0.281174229786202,0.16580043721129076,0.14329268292682926,0.03398058252427184,0.03626943005181347,7.34827394393693e-232,1.2853701807846192e-231,1.2737366749820701e-231,0.11816838995568685,0.02392344497607655,0.03367003367003366,0.4234139323234558,0.4850020408630371,0.4502539038658142
1ycdi6,0.378643248619776,0.14537341399051434,0.37970926106550285,0.15492957746478872,0.08366533864541832,0.11312217194570136,6.866846972778437e-232,9.63841497139737e-232,9.566748922794947e-232,0.1411764705882353,0.07114624505928854,0.09620253164556962,0.46864575147628784,0.4075924754142761,0.44619542360305786
1yclhu,0.12341234759392544,0.0182113531939432,0.16922581798732786,0.07264957264957266,0.00546448087431694,0.03488372093023256,9.36600742608712e-232,1.384292958842266e-231,1.4004862729967443e-231,0.07834101382488479,0.005681818181818182,0.057692307692307696,0.4869438409805298,0.48899132013320923,0.4248765707015991
1yd8xx,0.5003614014490987,0.1606924431047304,0.19485097325935977,0.21256038647342995,0.040955631399317405,0.06439393939393939,6.823794761773395e-232,1.016127520387007e-231,1.0254081869774687e-231,0.20271682340647856,0.044293015332197615,0.06722689075630252,0.3893624544143677,0.427219033241272,0.42970651388168335
1yeh9m,0.7254945131681834,0.12158757249627361,0.19078373239829127,0.22866894197952217,0.08755760368663594,0.10434782608695652,7.169168207655583e-232,9.397475657746044e-232,9.540990075903533e-232,0.2195488721804511,0.0632603406326034,0.09722222222222222,0.4822762608528137,0.3995532989501953,0.3965100646018982
1yex0l,0.5221406866931674,0.026107115476929368,0.06047758495735346,0.18461538461538463,0.012396694214876033,0.028688524590163935,6.66296864963418e-232,1.3014440956899565e-231,1.3014440956899565e-231,0.17490494296577946,0.014218009478672985,0.0199501246882793,0.4510951042175293,0.3708764612674713,0.4107828736305237
1yg1od,0.45977408568463335,0.21117980155155955,0.23636923649079816,0.14460784313725492,0.05459770114942529,0.11486486486486487,6.88743998729422e-232,8.33769989952733e-232,8.037648122827813e-232,0.12844036697247704,0.06657018813314038,0.10650887573964497,0.43944329023361206,0.4405564069747925,0.4558553695678711
1ygh43,0.43839262055326317,0.208721810862891,0.30381782605471613,0.16589861751152074,0.06818181818181818,0.11224489795918367,6.781144189055233e-232,9.127984515370824e-232,9.06733009681581e-232,0.1357142857142857,0.08076923076923077,0.10384615384615384,0.34897488355636597,0.32652366161346436,0.44471001625061035
1ygkd3,0.3743807161602019,0.0413589279253277,0.014502543762443827,0.140625,0.028846153846153848,0.022857142857142857,7.18065623978743e-232,1.3991003373328715e-231,1.3991003373328715e-231,0.11259259259259259,0.017817371937639197,0.023622047244094488,0.49462252855300903,0.5399954915046692,0.447986900806427
1ygqm5,0.7573980830600697,0.47199164078557626,0.4531945929441292,0.25405405405405407,0.10034602076124567,0.09157509157509157,6.965096178814794e-232,8.79497216923381e-232,8.858939817367352e-232,0.25120772946859904,0.08710801393728222,0.09865470852017938,0.4283860921859741,0.4572772979736328,0.4240056276321411
1yhamp,0.3507977855873284,0.08122122718078628,0.25426709420471855,0.15024630541871922,0.0581039755351682,0.09523809523809523,6.883852320379074e-232,8.601828917825608e-232,8.601828917825608e-232,0.14046121593291405,0.0471976401179941,0.09964412811387902,0.44858109951019287,0.4399482011795044,0.4436638355255127
1yhnhz,0.436215988996769,0.08992663128282591,0.08554455141601734,0.16580310880829016,0.019157088122605363,0.04680851063829787,6.944893489741763e-232,1.1250974695893309e-231,1.1587194007765842e-231,0.14993954050785974,0.019607843137254905,0.04177545691906005,0.45371013879776,0.32841742038726807,0.37551674246788025
1yhrsb,0.5596419153192874,0.0358059878592307,0.05954508765917581,0.2116991643454039,0.02390438247011952,0.04065040650406504,7.148094754401786e-232,1.0684046209298366e-231,1.0764082110844992e-231,0.13874345549738218,0.028925619834710745,0.04812834224598931,0.4853464961051941,0.4145621061325073,0.4125216603279114
1yht8o,0.4499260571134746,0.027804641483560204,0.05446434018119238,0.1740139211136891,0.01606425702811245,0.018518518518518517,6.81002066883233e-232,1.3091834502273125e-231,1.325250056439003e-231,0.15795090715048024,0.014925373134328358,0.014184397163120567,0.4515172839164734,0.37974995374679565,0.41697901487350464
1yhta6,0.3779752000971504,0.035299404943912774,0.04354616268881487,0.15547703180212014,0.026737967914438502,0.03205128205128205,7.433300002854173e-232,1.4222539563792313e-231,1.408376648685561e-231,0.15614617940199335,0.025906735751295335,0.03305785123966942,0.43395596742630005,0.34155941009521484,0.47196507453918457
1yi5og,0.6116726159754541,0.029054389481297387,0.051683751319684605,0.2401129943502825,0.018604651162790697,0.02145922746781116,6.855896893052579e-232,1.4128501088717e-231,1.4331841131010124e-231,0.18976279650436953,0.01809954751131222,0.021220159151193633,0.4808031916618347,0.5104297995567322,0.43894028663635254
1yink3,0.3663597655762632,0.09845832671057207,0.26972975807088184,0.14492753623188406,0.013100436681222707,0.026881720430107527,7.044993818692201e-232,1.291754355264407e-231,1.305571875272083e-231,0.11096075778078485,0.012931034482758622,0.03278688524590164,0.4585922956466675,0.4573690891265869,0.46150654554367065
1yiwhh,0.5952894854920497,0.056547988468612295,0.11585351292114092,0.21119592875318066,0.044897959183673466,0.04316546762589928,6.778360483557012e-232,1.0680971220864064e-231,1.0956243114772652e-231,0.15865384615384615,0.0375,0.05555555555555555,0.46339428424835205,0.3676412105560303,0.37096336483955383
1ykp41,0.5583715434554758,0.2028475891737254,0.31081566590190407,0.23974763406940064,0.07171314741035857,0.10121457489878542,6.922323376972189e-232,8.852085378783585e-232,8.916468423079055e-232,0.18100890207715134,0.06896551724137931,0.10552763819095477,0.4593737721443176,0.4117811322212219,0.4123823046684265
1yl4ms,0.42403709939329837,0.22641300797363806,0.2715292775383039,0.16875,0.08403361344537816,0.11330049261083744,7.695931592057596e-232,9.831081501950118e-232,9.745212304340916e-232,0.11954765751211632,0.06802721088435373,0.10135135135135136,0.4529709815979004,0.38715243339538574,0.4742956757545471
1ywloh,0.5056778828502426,0.1920475977038288,0.1982730691748458,0.18452380952380953,0.05652173913043478,0.07174887892376682,7.158317456056946e-232,1.0492728436011245e-231,1.0414710173847794e-231,0.1645021645021645,0.03864734299516908,0.08130081300813008,0.4381202459335327,0.42562317848205566,0.46250444650650024
1yx53v,0.5782684601559271,0.5155317672150849,0.3926251913096594,0.18944099378881987,0.05238095238095238,0.05319148936170213,7.529691054472661e-232,1.2130922190980109e-231,1.2260683131519858e-231,0.13864306784660765,0.03747072599531616,0.041522491349480974,0.4340059161186218,0.4581162929534912,0.45281749963760376
1yxgf2,0.47041918151635875,0.014101806889123266,0.03241342698432207,0.14685314685314685,0.011111111111111112,0.03067484662576687,7.111098188247349e-232,1.4132082004247135e-231,1.4132082004247135e-231,0.13636363636363638,0.009685230024213074,0.02973977695167286,0.45344096422195435,0.473211407661438,0.43361544609069824
1yylo9,0.4874606341968916,0.11062528213744299,0.13495574438847485,0.1746987951807229,0.037037037037037035,0.03867403314917127,7.268835162688947e-232,1.116863271275353e-231,1.116863271275353e-231,0.14803625377643503,0.04504504504504504,0.05035971223021583,0.4470751881599426,0.41893965005874634,0.4546254873275757
1yyn2m,0.3037665629771141,0.07393133327904633,0.10554857683000826,0.12462006079027356,0.02575107296137339,0.049689440993788817,7.913877167677903e-232,1.2479710461230209e-231,1.2479710461230209e-231,0.11295681063122923,0.02463054187192118,0.059322033898305086,0.4601399898529053,0.4002102017402649,0.3956238627433777
1z9knj,0.5097156470022699,0.14501612546036535,0.1415133063664296,0.21643835616438356,0.039647577092511016,0.04580152671755725,6.83910813129652e-232,1.1105479973556636e-231,1.1105479973556636e-231,0.20024420024420025,0.041753653444676415,0.05633802816901408,0.48581838607788086,0.40983647108078003,0.3373895287513733
1zbk0t,0.48623346531260037,0.2679247583209007,0.14760147393492512,0.18699186991869918,0.0599250936329588,0.05240174672489083,7.119853438645468e-232,1.0136839094656235e-231,1.0051288500400662e-231,0.1331444759206799,0.06208425720620842,0.05070422535211268,0.5067046284675598,0.4140220880508423,0.445573627948761
1zuimm,0.3215688634953922,0.0482798340291547,0.10248809457787131,0.15151515151515152,0.028037383177570093,0.05641025641025641,7.109646456911095e-232,1.185814295932958e-231,1.1750818410349762e-231,0.1471004243281471,0.024213075060532684,0.05813953488372092,0.4226531982421875,0.40826666355133057,0.452981173992157
1zvo5f,0.5406039958149454,0.0234785857623404,0.10192056334242236,0.2347266881028939,0.030927835051546393,0.05172413793103448,6.810847843157704e-232,1.2049526839494284e-231,1.2239341565624416e-231,0.18636995827538247,0.019230769230769232,0.0547945205479452,0.4642932415008545,0.44838565587997437,0.41788291931152344
